barcode,interview_id,field_species_id,Date,Time,capture_depth,lat,lon,length,recorded_mark,sampled,finsampled,sex,mature,rank,fisherman_id,port_id,fishermanport_id,vessel_id,fisherytype_id,fisherygroup_id,agency_id,bestestimate1,probability1,bestestimate2,probability2,bestestimate3,probability3,bestestimate4,probability4,bestestimate5,probability5,bestestimate6,probability6,bestestimate7,probability7,bestestimate8,probability8,bestestimate9,probability9,bestestimate10,probability10,bestestimate11,probability11,bestestimate12,probability12
14941,201100227,1,17-Jun-11,9:30:28,129.8448,43.76275,-124.48945,0.8,N,Y,,,E,13,147,,,142,11,100,1,Mid_Oregon_Coast,0.9991,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,
4589,201100228,1,17-Jun-11,9:30:52,137.16,43.6589,-124.4574167,0.72,N,Y,,,E,13,1187,,,65,11,100,1,Rogue,0.6798,Mid_Oregon_Coast,0.1292,U_Columbia_summer_fall,0.0975,Snake_fall,0.0659,Central_Valley_fall,0.0259,,0,,0,,0,,0,,0,,0,,
CA22401,201100239,1,02-May-11,9:35:22,27.432,37.2677,-122.6574167,0.751,N,,Y,,E,,1071,,,272,11,100,2,Central_Valley_fall,100,Central_Valley_spring,0,0,0,,,,,,,,,,,,,,,,,,
29586,201100230,1,17-Jun-11,7:20:47,128.016,43.6355,-124.4386944,0.72,Y,Y,,,U,11,1053,,,303,11,100,1,Klamath,0.9997,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,
33960,201100231,1,12-Jun-11,6:14:45,100.584,42.00966667,-124.4686944,0.74,N,Y,,,X,13,9,,,9,11,100,1,Rogue,0.8191,Mid_Oregon_Coast,0.1805,,0,,0,,0,,0,,0,,0,,0,,0,,0,,
13527,201100233,1,17-Jun-11,7:03:20,82.296,43.3927,-124.5207167,0.7675,N,Y,,,E,13,19,,,344,11,100,1,Klamath,0.9626,Rogue,0.036,,0,,0,,0,,0,,0,,0,,0,,0,,0,,
12000,201100236,1,17-Jun-11,20:44:08,65.8368,44.35726667,-124.6600333,0.91,N,Y,,,M,8,63,,,61,11,100,1,Willamette,0.5051,Mid_Oregon_Coast,0.3761,L_Fraser,0.0756,N_Puget_Sound,0.0136,U_Columbia_summer_fall,0.0118,Snake_fall,0.0095,,0,,0,,0,,0,,0,,
11878,201100237,1,17-Jun-11,12:35:23,137.16,44.80886667,-124.5227833,0.7,Y,Y,,,M,11,126,,,122,11,100,1,Hood_Canal,0.4865,S_Puget_Sound,0.4051,N_Puget_Sound,0.1083,,0,,0,,0,,0,,0,,0,,0,,0,,
CA18401,201100238,1,11-May-11,7:45:49,36.576,37.29333333,-122.6559667,0.81,Y,,Y,,E,,1061,,,262,11,100,2,Central_Valley_fall,100.001,Central_Valley_spring,0,0,0,,,,,,,,,,,,,,,,,,
30306,201100246,1,18-Jun-11,9:32:58,98.7552,43.33681667,-124.5955,0.76,Y,Y,,,E,13,161,,,222,11,100,1,Klamath,1,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,
13712,201100245,1,18-Jun-11,15:36:10,117.9576,43.40248333,-124.52405,0.8,N,Y,,,E,13,512,,,307,11,100,1,Mid_Oregon_Coast,0.9962,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,
13712,201100245,1,18-Jun-11,15:36:10,117.9576,43.40248333,-124.52405,0.8,N,Y,,,E,2,512,,,307,11,100,1,Mid_Oregon_Coast,0.9962,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,
29122,201100247,1,25-Jun-11,13:58:42,146.304,44.77031667,-124.39265,0.7,N,Y,,,E,13,120,,,116,11,100,1,S_Puget_Sound,0.8757,Hood_Canal,0.1124,N_Puget_Sound,0.0118,,0,,0,,0,,0,,0,,0,,0,,0,,
20946,201100248,1,21-Jun-11,11:01:14,43.8912,44.5554,-124.3919167,0.29,Y,Y,,,E,13,79,,,77,11,100,1,Deschutes_fall,0.4933,U_Columbia_summer_fall,0.3902,Snake_fall,0.1165,,0,,0,,0,,0,,0,,0,,0,,0,,
11738,201100249,1,21-Jun-11,19:21:17,45.72,44.62706667,-124.4064833,0.855,N,Y,,,E,13,68,,,66,11,100,1,Mid_Fraser,1,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,
11533,201100250,1,23-Jun-11,17:51:20,58.5216,44.54131667,-124.3666167,0.86,N,Y,,,U,13,511,,,126,11,100,1,L_Columbia_fall,0.9132,Mid_Columbia_tule,0.0868,,0,,0,,0,,0,,0,,0,,0,,0,,0,,
30725,201100251,1,17-Jun-11,9:11:19,128.016,44.6942,-124.51265,0.82,N,Y,,,M,13,87,,,85,11,100,1,U_Columbia_summer_fall,0.8847,Snake_fall,0.0895,L_Columbia_fall,0.0258,,0,,0,,0,,0,,0,,0,,0,,0,,
11596,201100252,1,21-Jun-11,7:02:45,27.432,44.51795,-124.3889833,0.75,N,Y,,,E,13,102,,,99,11,100,1,Deschutes_fall,0.9493,L_Columbia_fall,0.0205,U_Columbia_summer_fall,0.019,Snake_fall,0.0085,,0,,0,,0,,0,,0,,0,,0,,
13964,201100315,1,17-Jul-11,9:16:04,138.9888,43.48773333,-124.531,0.74,N,Y,,,E,13,36,,,35,11,100,1,Rogue,0.9789,L_Columbia_fall,0.0118,,0,,0,,0,,0,,0,,0,,0,,0,,0,,
34523,201100263,1,29-Jun-11,8:16:39,128.016,43.7342,-124.3999333,0.79,Y,Y,,,M,11,1187,,,65,11,100,1,Mid_Columbia_tule,1,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,
22361,201100264,1,29-Jun-11,15:06:44,109.728,43.71345,-124.4891667,0.8,N,Y,,,E,8,151,,,146,11,100,1,Snake_fall,0.5857,Rogue,0.2847,U_Columbia_summer_fall,0.0924,Central_Valley_fall,0.0221,Klamath,0.0104,,0,,0,,0,,0,,0,,0,,
34527,201100261,1,23-Jun-11,11:46:00,25.6032,43.65851667,-124.2368667,0.77,Y,Y,,,E,13,1163,,,341,11,100,1,Central_Valley_fall,1,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,
15719,201100255,1,10-Jun-11,11:35:49,45.72,42.02678333,-124.30205,0.86,Y,Y,,,X,13,57,,,55,11,100,1,L_Columbia_fall,0.5582,Mid_Columbia_tule,0.4372,,0,,0,,0,,0,,0,,0,,0,,0,,0,,
4834,201100260,1,23-Jun-11,8:20:53,115.2144,43.68286667,-124.3964167,0.79,Y,Y,,,E,13,147,,,142,11,100,1,Mid_Columbia_tule,0.91,L_Columbia_fall,0.0876,,0,,0,,0,,0,,0,,0,,0,,0,,0,,
13628,201100256,1,25-Jun-11,16:45:53,21.9456,43.14338333,-124.6436167,0.7975,N,Y,,,E,12,19,,,344,11,100,1,Rogue,0.9611,Mid_Oregon_Coast,0.0227,U_Columbia_summer_fall,0.0156,,0,,0,,0,,0,,0,,0,,0,,0,,
CA22001,201100258,1,08-May-11,6:56:15,54.864,37.19351667,-122.6707167,0.75,N,,Y,,X,,1030,,,236,11,100,2,Central_Valley_fall,100.001,Central_Valley_spring,0,Deschutes_fall,0,,,,,,,,,,,,,,,,,,
21650,201100265,1,29-Jun-11,6:09:42,120.7008,43.43073333,-124.5401833,0.87,N,Y,,,E,13,140,,,135,11,100,1,Central_Valley_fall,0.6465,Central_Valley_spring,0.3534,,0,,0,,0,,0,,0,,0,,0,,0,,0,,
11821,201100266,1,26-Jun-11,9:58:48,18.288,45.51121667,-124.2500167,0.86,Y,Y,,,E,11,102,,,99,11,100,1,Mid_Columbia_tule,0.9928,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,
13693,201100268,1,26-Jun-11,15:10:13,73.152,43.44596667,-124.5331667,0.765,N,Y,,,E,12,16,,,16,11,100,1,Mid_Oregon_Coast,1,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,
26625,201100317,1,17-Jul-11,7:13:09,104.2416,43.41723333,-124.4626167,0.79,Y,Y,,,E,13,1023,,,232,11,100,1,Mid_Oregon_Coast,0.9793,Deschutes_fall,0.0136,,0,,0,,0,,0,,0,,0,,0,,0,,0,,
13890,201100270,1,28-Jun-11,9:41:34,65.8368,43.46251667,-124.4983167,0.78,N,Y,,,E,13,17,,,17,11,100,1,Deschutes_fall,0.9623,U_Columbia_summer_fall,0.0201,Snake_fall,0.0156,,0,,0,,0,,0,,0,,0,,0,,0,,
13865,201100271,1,29-Jun-11,12:21:31,116.1288,43.42171667,-124.5106333,0.92,N,Y,,,U,13,512,,,307,11,100,1,Central_Valley_fall,0.9874,U_Columbia_summer_fall,0.0086,,0,,0,,0,,0,,0,,0,,0,,0,,0,,
CA24201,201100273,1,07-Jun-11,14:19:36,45.72,34.31788333,-119.5952667,0.9,N,,Y,,X,,1072,,,273,11,100,2,Central_Valley_fall,100,Central_Valley_spring,0,0,0,,,,,,,,,,,,,,,,,,
20872,201100275,1,29-Jun-11,11:01:10,146.304,44.91055,-124.3018667,0.705,N,Y,,,E,13,120,,,116,11,100,1,Washington_Coast,0.9922,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,
30248,201100276,1,26-Jun-11,20:51:08,10.9728,44.14491667,-124.3335833,0.83,N,Y,,,E,13,161,,,222,11,100,1,Snake_fall,0.6399,U_Columbia_summer_fall,0.2268,Central_Valley_fall,0.119,Deschutes_fall,0.0128,,0,,0,,0,,0,,0,,0,,0,,
11793,201100277,1,25-Jun-11,11:37:57,64.008,44.63938333,-124.3371833,0.76,N,Y,,,E,13,63,,,61,11,100,1,L_Columbia_fall,0.6435,Mid_Oregon_Coast,0.3216,N_Oregon_Coast,0.018,Deschutes_fall,0.0083,,0,,0,,0,,0,,0,,0,,0,,
12070,201100278,1,29-Jun-11,5:47:40,36.576,45.50526667,-124.24635,0.86,N,Y,,,E,11,119,,,115,11,100,1,Mid_Oregon_Coast,0.811,Rogue,0.1743,L_Columbia_fall,0.0073,,0,,0,,0,,0,,0,,0,,0,,0,,
11627,201100279,1,02-Jul-11,14:57:18,91.44,44.98731667,-124.2632667,0.7,N,Y,,,E,13,102,,,99,11,100,1,Snake_fall,0.8893,Deschutes_fall,0.0762,U_Columbia_summer_fall,0.0287,,0,,0,,0,,0,,0,,0,,0,,0,,
13644,201100280,1,26-Jun-11,9:35:26,27.432,43.47915,-124.57965,0.77,N,Y,,,X,12,22,,,22,11,100,1,Taku,0.912,N_Puget_Sound,0.0576,Mid_Oregon_Coast,0.0289,,0,,0,,0,,0,,0,,0,,0,,0,,0.0
13119,201100282,1,29-Jun-11,10:56:08,40.2336,44.51048333,-124.3509,0.73,N,Y,,,E,13,123,,,119,11,100,1,Mid_Oregon_Coast,0.7772,Klamath,0.1157,N_Puget_Sound,0.0645,L_Columbia_fall,0.0267,Rogue,0.0112,,0,,0,,0,,0,,0,,0,,
CA19860,201100285,1,28-Jun-11,8:51:41,21.9456,38.78345,-123.7112167,0.9,N,,Y,,X,,1043,,,248,11,100,2,Rogue,99.35,Klamath,0.43,N_California_S_Oregon_Coast,0.162,,,,,,,,,,,,,,,,,,
CA20809,201100286,1,28-Jun-11,13:38:50,54.864,38.22033333,-123.2743167,0.79,N,,Y,,X,,1049,,,254,11,100,2,Central_Valley_fall,99.99,Central_Valley_spring,0.009,0,0,,,,,,,,,,,,,,,,,,
CA17148,201100287,1,28-Jun-11,7:59:22,27.432,38.74896667,-123.6582667,0.72,N,,Y,,X,,1099,,,300,11,100,2,Central_Valley_fall,99.858,Central_Valley_spring,0.142,Deschutes_fall,0,,,,,,,,,,,,,,,,,,
CA19001,201100290,1,28-Jun-11,8:45:42,64.008,38.2838,-123.3633667,1.02,N,,Y,,X,,1037,,,243,11,100,2,California_Coast,62.67,N_California_S_Oregon_Coast,33.789,Rogue,3.456,,,,,,,,,,,,,,,,,,
CA24493,201100293,1,16-Jun-11,9:23:06,49.3776,35.09865,-120.7748333,0.8382,N,,Y,,X,,1067,,,268,11,100,2,Central_Valley_fall,99.948,Central_Valley_spring,0.052,0,0,,,,,,,,,,,,,,,,,,
CA21501,201100294,1,28-Jun-11,9:13:43,29.2608,38.85778333,-123.7829,0.95,N,,Y,,X,,1058,,,259,11,100,2,Klamath,99.627,Rogue,0.368,Mid_Oregon_Coast,0.003,,,,,,,,,,,,,,,,,,
CA17167,201100295,1,05-Jul-11,7:37:12,71.3232,38.2681,-123.28245,0.67,N,,Y,,X,,1099,,,300,11,100,2,Central_Valley_fall,100,Central_Valley_spring,0,L_Columbia_spring,0,,,,,,,,,,,,,,,,,,
13740,201100297,1,29-Jun-11,15:15:40,16.4592,43.34148333,-124.5126667,0.79,N,Y,,,M,12,1023,,,232,11,100,1,Mid_Columbia_tule,0.7576,L_Columbia_fall,0.2424,,0,,0,,0,,0,,0,,0,,0,,0,,0,,
7670,201100299,1,29-Jun-11,9:00:28,36.576,44.53256667,-124.3673333,0.85,N,Y,,,E,13,126,,,122,11,100,1,Washington_Coast,0.5974,L_Columbia_fall,0.3132,Mid_Oregon_Coast,0.0826,,0,,0,,0,,0,,0,,0,,0,,0,,
CA24831,201100307,1,26-Jun-11,12:54:32,64.008,37.91045,-122.9867833,0.9,N,,Y,,X,,1167,,,302,11,100,2,Central_Valley_fall,100,Central_Valley_spring,0,0,0,,,,,,,,,,,,,,,,,,
CA20323,201100308,1,28-Jun-11,8:00:04,109.728,38.21468333,-123.3304,0.84,N,,Y,,E,,1158,,,340,11,100,2,Central_Valley_fall,99.976,Central_Valley_spring,0.024,0,0,,,,,,,,,,,,,,,,,,
CA19301,201100309,1,29-Jun-11,11:46:07,51.2064,38.26561667,-123.0860833,0.94,N,,Y,,M,,1065,,,266,11,100,2,Central_Valley_fall,99.993,Central_Valley_spring,0.006,L_Columbia_spring,0,,,,,,,,,,,,,,,,,,
CA17365,201100310,1,05-Jul-11,12:37:25,62.1792,38.31101667,-123.35655,0.99,N,,Y,,M,,1177,,,354,11,100,2,Central_Valley_fall,99.994,Central_Valley_spring,0.005,0,0,,,,,,,,,,,,,,,,,,
CA19701,201100311,1,29-Jun-11,9:11:39,18.288,38.22216667,-123.2450833,0.81,N,,Y,,E,,1077,,,278,11,100,2,Central_Valley_fall,99.959,Central_Valley_spring,0.04,0,0,,,,,,,,,,,,,,,,,,
CA20440,201100312,1,29-Jun-11,8:52:23,73.152,38.28126667,-123.3312333,0.79,Y,,Y,,X,,1090,,,291,11,100,2,Central_Valley_fall,100,Central_Valley_spring,0,0,0,,,,,,,,,,,,,,,,,,
CA22925,201100313,1,11-Jun-11,20:19:49,60.3504,35.7125,-121.3735,0.81,N,,Y,,U,,1093,,,294,11,100,2,Central_Valley_fall,100,Central_Valley_spring,0,0,0,,,,,,,,,,,,,,,,,,
11780,201100314,1,28-Jun-11,11:27:04,43.8912,44.48571667,-124.3402667,0.74,N,Y,,,E,9,113,,,109,11,100,1,N_Puget_Sound,0.9985,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0.0
21851,201100318,1,19-Jul-11,9:45:43,76.8096,43.71605,-124.5198833,0.72,N,Y,,,E,13,145,,,230,11,100,1,Snake_fall,0.3959,Deschutes_fall,0.2083,Klamath,0.1652,Rogue,0.1035,U_Columbia_summer_fall,0.0928,Mid_Oregon_Coast,0.0303,,0,,0,,0,,0,,0,,
27693,201100319,1,17-Jul-11,14:05:27,91.44,43.6714,-124.4771667,0.88,N,Y,,,X,12,538,,,361,11,100,1,Mid_Oregon_Coast,0.999,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,
4803,201100320,1,19-Jul-11,11:39:57,98.7552,43.66088333,-124.4743833,0.98,Y,Y,,,M,13,139,,,134,11,100,1,Central_Valley_fall,0.9999,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,
34429,201100321,1,18-Jul-11,10:58:33,137.16,43.67738333,-124.4552167,0.76,N,Y,,,E,13,1187,,,65,11,100,1,Snake_fall,0.5887,U_Columbia_summer_fall,0.4113,,0,,0,,0,,0,,0,,0,,0,,0,,0,,
CA18259,201100322,1,25-Jun-11,16:17:20,91.44,36.96271667,-122.2760833,0.735,N,,Y,,E,,1170,,,349,11,100,2,Central_Valley_fall,100.001,Central_Valley_spring,0,Deschutes_fall,0,,,,,,,,,,,,,,,,,,
CA23404,201100323,1,25-Jun-11,16:22:08,82.296,36.84,-122.0151,0.77,N,,Y,,X,,1091,,,292,11,100,2,Central_Valley_fall,100.001,Central_Valley_spring,0,0,0,,,,,,,,,,,,,,,,,,
CA22509,201100324,1,29-Jun-11,7:32:30,104.2416,38.1354,-123.2115667,0.76,N,,Y,,E,,1040,,,246,11,100,2,Central_Valley_fall,99.983,Central_Valley_spring,0.015,0,0,,,,,,,,,,,,,,,,,,
CA21201,201100325,1,28-Jun-11,9:33:19,38.4048,38.33463333,-123.3326,0.95,N,,Y,,X,,1047,,,252,11,100,2,Central_Valley_fall,99.99,Central_Valley_spring,0.01,Deschutes_fall,0,,,,,,,,,,,,,,,,,,
CA22677,201100327,1,28-Jun-11,6:05:43,64.008,38.90481667,-123.8103167,0.724,N,,Y,,X,,1169,,,348,11,100,2,Central_Valley_fall,100,Central_Valley_spring,0,L_Columbia_fall,0,,,,,,,,,,,,,,,,,,
CA24640,201100328,1,09-Jul-11,8:10:11,5.4864,38.9106,-123.7846333,0.87,Y,,Y,,X,,1082,,,283,11,100,2,Central_Valley_fall,100.001,Central_Valley_spring,0.001,0,0,,,,,,,,,,,,,,,,,,
CA17001,201100330,1,16-Jul-11,9:01:58,71.3232,38.66596667,-123.63315,0.97,N,,Y,,X,,1099,,,300,11,100,2,N_California_S_Oregon_Coast,87.839,Rogue,8.099,Mid_Oregon_Coast,4.007,,,,,,,,,,,,,,,,,,
CA19893,201100331,1,16-Jul-11,7:45:52,43.8912,38.59991667,-123.54645,0.77,Y,,Y,,X,,1043,,,248,11,100,2,Central_Valley_fall,99.996,Central_Valley_spring,0.004,0,0,,,,,,,,,,,,,,,,,,
CA20819,201100332,1,16-Jul-11,17:00:23,91.44,38.25248333,-123.2801167,0.68,Y,,Y,,E,,1049,,,254,11,100,2,Central_Valley_fall,99.06,Central_Valley_spring,0.938,0,0,,,,,,,,,,,,,,,,,,
CA19590,201100333,1,16-Jul-11,9:23:05,54.864,38.81563333,-123.7362333,0.7305,N,,Y,,X,,1056,,,257,11,100,2,Rogue,93.502,N_California_S_Oregon_Coast,3.653,Mid_Oregon_Coast,1.465,,,,,,,,,,,,,,,,,,
CA17601,201100334,1,17-Jul-11,7:08:44,54.864,38.39583333,-123.2751333,0.79,N,,Y,,X,,1094,,,295,11,100,2,Central_Valley_fall,99.798,Central_Valley_spring,0.202,Deschutes_fall,0,,,,,,,,,,,,,,,,,,
CA20001,201100335,1,17-Jul-11,10:53:27,95.0976,38.40455,-123.2621333,0.7,N,,Y,,U,,1131,,,322,11,100,2,Central_Valley_fall,99.998,Central_Valley_spring,0.002,0,0,,,,,,,,,,,,,,,,,,
34514,201100336,1,21-Jul-11,17:38:56,18.288,43.65888333,-124.2303,0.8,N,Y,,,E,13,1163,,,341,11,100,1,Central_Valley_fall,1,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,
CA19033,201100337,1,16-Jul-11,7:43:31,58.5216,38.86795,-123.7958667,0.82,N,,Y,,X,,1037,,,243,11,100,2,California_Coast,98.784,Rogue,0.763,N_California_S_Oregon_Coast,0.441,,,,,,,,,,,,,,,,,,
34496,201100338,1,24-Jul-11,8:22:00,73.152,43.74015,-124.3075667,0.77,N,Y,,,E,12,1187,,,65,11,100,1,Central_Valley_fall,0.9896,L_Columbia_fall,0.0095,,0,,0,,0,,0,,0,,0,,0,,0,,0,,
33116,201100339,1,25-Jul-11,8:38:44,49.3776,43.67933333,-124.4656167,0.88,N,Y,,,M,13,149,,,144,11,100,1,Central_Valley_fall,1,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,
21850,201100340,1,26-Jul-11,6:52:46,14.6304,43.69501667,-124.2222167,0.68,Y,Y,,,M,13,1026,,,229,11,100,1,S_Puget_Sound,0.4963,Hood_Canal,0.4053,N_Puget_Sound,0.0983,,0,,0,,0,,0,,0,,0,,0,,0,,
22474,201100341,1,26-Jul-11,11:02:54,104.2416,43.69385,-124.4791667,0.78,Y,Y,,,E,12,139,,,134,11,100,1,U_Columbia_summer_fall,0.9228,Snake_fall,0.0725,,0,,0,,0,,0,,0,,0,,0,,0,,0,,
CA20451,201100342,1,16-Jul-11,9:50:23,118.872,38.22796667,-123.4034,0.72,N,,Y,,X,,1090,,,291,11,100,2,Rogue,99.881,Mid_Oregon_Coast,0.07,N_California_S_Oregon_Coast,0.043,,,,,,,,,,,,,,,,,,
20871,201100343,1,24-Jul-11,17:49:08,54.864,44.49536667,-124.35695,1.24,N,Y,,,E,,1188,,,71,11,100,1,U_Columbia_summer_fall,0.8227,Snake_fall,0.1717,,0,,0,,0,,0,,0,,0,,0,,0,,0,,
CA17366,201100344,1,16-Jul-11,7:40:38,76.8096,38.83523333,-123.7359833,0.86,Y,,Y,,M,,1177,,,354,11,100,2,Central_Valley_fall,99.993,Central_Valley_spring,0.008,0,0,,,,,,,,,,,,,,,,,,
CA20610,201100347,1,16-Jul-11,7:46:13,65.8368,38.8634,-123.7710667,0.68,N,,Y,,X,,1034,,,240,11,100,2,Central_Valley_fall,99.962,Central_Valley_spring,0.038,Deschutes_fall,0,,,,,,,,,,,,,,,,,,
CA19302,201100348,1,16-Jul-11,11:15:43,54.864,38.11491667,-123.1724833,0.85,N,,Y,,E,,1065,,,266,11,100,2,Central_Valley_fall,99.993,Central_Valley_spring,0.004,Deschutes_fall,0.002,,,,,,,,,,,,,,,,,,
CA26001,201100351,1,16-Jul-11,8:00:11,73.152,38.85263333,-123.7600167,0.74,N,,Y,,M,,1130,,,321,11,100,2,California_Coast,100,N_California_S_Oregon_Coast,0.001,0,0,,,,,,,,,,,,,,,,,,
CA25801,201100352,1,16-Jul-11,6:44:13,43.8912,38.9403,-123.8015333,0.802,N,,Y,,X,,1143,,,332,11,100,2,Central_Valley_fall,99.98,Central_Valley_spring,0.02,0,0,,,,,,,,,,,,,,,,,,
CA24912,201100353,1,09-Jul-11,11:51:06,32.9184,38.88981667,-123.8352833,0.72,N,,Y,,X,,1167,,,302,11,100,2,Central_Valley_fall,100.002,Central_Valley_spring,0,0,0,,,,,,,,,,,,,,,,,,
4837,201100355,1,24-Jul-11,9:51:27,73.152,43.6907,-124.2685167,0.81,Y,Y,,,X,13,147,,,142,11,100,1,U_Columbia_summer_fall,0.9523,Snake_fall,0.047,,0,,0,,0,,0,,0,,0,,0,,0,,0,,
13930,201100358,1,25-Jul-11,9:25:49,155.448,43.54995,-124.5168833,0.9,N,Y,,,U,,27,,,27,11,100,1,Central_Valley_fall,1,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,
CA10600,201100530,1,01-Aug-11,20:14:14,10.9728,37.85741667,-122.6652167,0.83,N,,Y,,M,,1199,,,371,11,100,2,Central_Valley_fall,99.43,Central_Valley_spring,0.569,0,0,,,,,,,,,,,,,,,,,,
CA22164,201100529,1,30-Jul-11,10:49:05,102.4128,39.08751667,-123.8536667,0.84,N,,Y,,E,,1040,,,246,11,100,2,Central_Valley_fall,99.996,Central_Valley_spring,0.003,0,0,,,,,,,,,,,,,,,,,,
11550,201100361,1,25-Jul-11,11:35:17,18.288,44.4461,-124.1484,0.84,Y,Y,,,M,,126,,,122,11,100,1,L_Columbia_fall,0.5011,Mid_Columbia_tule,0.4615,N_Puget_Sound,0.0174,U_Columbia_summer_fall,0.0146,,0,,0,,0,,0,,0,,0,,0,,
CA28401,201100362,1,02-Jul-11,7:13:57,21.9456,41.09366667,-124.2268833,0.79,N,,Y,,E,,1096,,,297,11,100,2,Central_Valley_spring,92.935,Central_Valley_fall,7.05,Rogue,0.016,,,,,,,,,,,,,,,,,,
CA27201,201100363,1,02-Jul-11,11:35:00,38.4048,41.06916667,-124.2514833,0.65,N,,Y,,E,,1192,,,362,11,100,2,Klamath,72.358,Rogue,27.642,Mid_Oregon_Coast,0,,,,,,,,,,,,,,,,,,
CA27248,201100364,1,16-Jul-11,6:31:03,12.8016,41.00715,-124.21005,0.85,N,,Y,,E,,1192,,,362,11,100,2,Central_Valley_fall,99.999,Central_Valley_spring,0.001,L_Columbia_fall,0,,,,,,,,,,,,,,,,,,
CA28001,201100365,1,02-Jul-11,10:34:25,27.432,40.8382,-124.2755333,0.84,N,,Y,,E,,1193,,,363,11,100,2,Central_Valley_fall,89.168,Central_Valley_spring,10.827,California_Coast,0.005,,,,,,,,,,,,,,,,,,
CA27801,201100366,1,10-Jul-11,7:05:34,18.288,40.86841667,-124.2514833,0.79,N,,Y,,X,,1138,,,328,11,100,2,Central_Valley_fall,99.938,Central_Valley_spring,0.062,0,0,,,,,,,,,,,,,,,,,,
CA28015,201100367,1,10-Jul-11,9:40:23,16.4592,40.88828333,-124.2705333,0.8,Y,,Y,,E,,1193,,,363,11,100,2,Central_Valley_fall,99.977,Central_Valley_spring,0.022,0,0,,,,,,,,,,,,,,,,,,
CA27001,201100369,1,02-Jul-11,13:34:09,65.8368,41.06165,-124.2498333,0.935,N,,Y,,X,,1097,,,298,11,100,2,U_Columbia_summer_fall,99.999,California_Coast,0.001,Snake_fall,0,,,,,,,,,,,,,,,,,,
CA23994,201100370,1,25-Jun-11,7:45:31,102.4128,36.6651,-121.9567,0.76,N,,Y,,X,,1194,,,364,11,100,2,Central_Valley_fall,100,Central_Valley_spring,0,0,0,,,,,,,,,,,,,,,,,,
CA23021,201100371,1,26-Jun-11,7:27:25,91.44,36.87313333,-122.14025,0.98,N,,Y,,X,,1098,,,299,11,100,2,U_Columbia_summer_fall,99.651,Central_Valley_fall,0.348,Deschutes_fall,0,,,,,,,,,,,,,,,,,,
CA22024,201100374,1,25-Jun-11,7:52:59,73.152,36.83623333,-122.0314,0.805,Y,,Y,,U,,1197,,,367,11,100,2,Central_Valley_fall,99.999,Central_Valley_spring,0,0,0,,,,,,,,,,,,,,,,,,
CA22232,201100375,1,25-Jun-11,6:53:37,69.4944,36.83626667,-122.0395667,0.76,N,,Y,,X,,1062,,,319,11,100,2,Central_Valley_fall,100.001,Central_Valley_spring,0,0,0,,,,,,,,,,,,,,,,,,
27650,201100378,1,02-Aug-11,16:09:45,109.728,43.67366667,-124.37815,0.81,Y,Y,,,M,,1187,,,65,11,100,1,Mid_Columbia_tule,0.8222,L_Columbia_fall,0.1778,,0,,0,,0,,0,,0,,0,,0,,0,,0,,
14939,201100379,1,03-Aug-11,10:16:06,54.864,43.59385,-124.29745,0.8,Y,Y,,,E,,147,,,142,11,100,1,L_Columbia_fall,0.9998,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,
34595,201100380,1,02-Aug-11,7:35:53,3.6576,43.70665,-124.2248667,0.765,N,Y,,,E,,1026,,,229,11,100,1,Central_Valley_fall,0.9999,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,
27675,201100381,1,02-Aug-11,13:46:39,29.2608,43.71226667,-124.22445,0.83,Y,Y,,,M,,1163,,,341,11,100,1,Mid_Columbia_tule,0.91,L_Columbia_fall,0.09,,0,,0,,0,,0,,0,,0,,0,,0,,0,,
CA18101,201100382,1,25-Jun-11,7:01:02,54.864,36.83101667,-122.0015333,0.69,Y,,Y,,X,,1195,,,365,11,100,2,Central_Valley_fall,99.999,Central_Valley_spring,0,0,0,,,,,,,,,,,,,,,,,,
12054,201100384,1,02-Aug-11,14:37:36,91.44,44.74763333,-124.31265,0.71,N,Y,,,E,,126,,,122,11,100,1,Mid_Oregon_Coast,0.8823,N_Puget_Sound,0.0594,L_Columbia_fall,0.0331,Rogue,0.0227,,0,,0,,0,,0,,0,,0,,0,,
